District,Year,Crop,Season,Area,total_crop_area,net_sown_area,rainfall_mm,yield
THANJAVUR,2003,Turmeric,Whole Year,7,294684,,,4.142857142857143
THANJAVUR,2003,Yam,Whole Year,24,294684,,,0.0
THANJAVUR,2004,Arhar/Tur,Kharif,50,381710,,,0.66
THANJAVUR,2004,Bajra,Kharif,6,381710,,,2.3333333333333335
THANJAVUR,2004,Castor seed,Kharif,4,381710,,,0.5
THANJAVUR,2004,Cotton(lint),Kharif,2225,381710,,,2.352808988764045
THANJAVUR,2004,Dry ginger,Kharif,1,381710,,,19.0
THANJAVUR,2004,Groundnut,Kharif,8217,381710,,,2.240842156504807
THANJAVUR,2004,Maize,Kharif,840,381710,,,2.6738095238095236
THANJAVUR,2004,Moong(Green Gram),Kharif,8709,381710,,,0.3837409576300379
THANJAVUR,2004,Other Kharif pulses,Kharif,2,381710,,,0.5
THANJAVUR,2004,Ragi,Kharif,35,381710,,,2.2857142857142856
THANJAVUR,2004,Rice,Kharif,160608,381710,,,2.7353743275552898
THANJAVUR,2004,Sesamum,Kharif,7243,381710,,,0.18390169819135718
THANJAVUR,2004,Small millets,Kharif,18,381710,,,1.2222222222222223
THANJAVUR,2004,Sunflower,Kharif,186,381710,,,1.064516129032258
THANJAVUR,2004,Urad,Kharif,13708,381710,,,0.27079077910709076
THANJAVUR,2004,Arecanut,Whole Year,8,381710,,,1.875
THANJAVUR,2004,Banana,Whole Year,4764,381710,,,25.51427371956339
THANJAVUR,2004,Cashewnut,Whole Year,2451,381710,,,0.30966952264381886
THANJAVUR,2004,Coconut,Whole Year,24893,381710,,,13.7870083959346
THANJAVUR,2004,Dry chillies,Whole Year,50,381710,,,0.66
THANJAVUR,2004,Onion,Whole Year,52,381710,,,9.673076923076923
THANJAVUR,2004,Sugarcane,Whole Year,12000,381710,,,113.551
THANJAVUR,2004,Sweet potato,Whole Year,16,381710,,,15.125
THANJAVUR,2004,Tapioca,Whole Year,113,381710,,,41.26548672566372
THANJAVUR,2004,Turmeric,Whole Year,18,381710,,,5.5
THANJAVUR,2005,Arhar/Tur,Kharif,39,377732,,,0.5384615384615384
THANJAVUR,2005,Bajra,Kharif,1,377732,,,2.0
THANJAVUR,2005,Castor seed,Kharif,3,377732,,,0.3333333333333333
THANJAVUR,2005,Cotton(lint),Kharif,785,377732,,,2.9898089171974522
THANJAVUR,2005,Dry ginger,Kharif,12,377732,,,19.333333333333332
THANJAVUR,2005,Groundnut,Kharif,7274,377732,,,2.471130052240858
THANJAVUR,2005,Maize,Kharif,535,377732,,,
THANJAVUR,2005,Moong(Green Gram),Kharif,7392,377732,,,0.29924242424242425
THANJAVUR,2005,Other Kharif pulses,Kharif,8,377732,,,0.5
THANJAVUR,2005,Ragi,Kharif,5,377732,,,2.0
THANJAVUR,2005,Rice,Kharif,154901,377732,,,2.578956882137623
THANJAVUR,2005,Sesamum,Kharif,5999,377732,,,0.45140856809468244
THANJAVUR,2005,Small millets,Kharif,2,377732,,,1.0
THANJAVUR,2005,Soyabean,Kharif,352,377732,,,
THANJAVUR,2005,Sunflower,Kharif,142,377732,,,1.2394366197183098
THANJAVUR,2005,Urad,Kharif,8951,377732,,,0.375488772204223
THANJAVUR,2005,Arecanut,Whole Year,18,377732,,,0.8333333333333334
THANJAVUR,2005,Banana,Whole Year,4921,377732,,,49.29668766510872
THANJAVUR,2005,Black pepper,Whole Year,6,377732,,,0.16666666666666666
THANJAVUR,2005,Cashewnut,Whole Year,2447,377732,,,0.14875357580711074
THANJAVUR,2005,Coconut,Whole Year,26287,377732,,,0.19089283676341917
THANJAVUR,2005,Dry chillies,Whole Year,12,377732,,,0.6666666666666666
THANJAVUR,2005,Onion,Whole Year,8,377732,,,8.0
THANJAVUR,2005,Sugarcane,Whole Year,15353,377732,,,99.63603204585424
THANJAVUR,2005,Sweet potato,Whole Year,7,377732,,,20.857142857142858
THANJAVUR,2005,Tapioca,Whole Year,199,377732,,,38.21105527638191
THANJAVUR,2005,Turmeric,Whole Year,15,377732,,,5.533333333333333
THANJAVUR,2006,Rice,Kharif,164243,404574,,,3.6419208124547167
THANJAVUR,2006,Small millets,Kharif,4,404574,,,2.75
THANJAVUR,2006,Arecanut,Whole Year,18,404574,,,2.888888888888889
THANJAVUR,2006,Arhar/Tur,Whole Year,30,404574,,,0.7333333333333333
THANJAVUR,2006,Banana,Whole Year,4341,404574,,,42.53766413268832
THANJAVUR,2006,Black pepper,Whole Year,11,404574,,,0.18181818181818182
THANJAVUR,2006,Cashewnut,Whole Year,2337,404574,,,0.3970902866923406
THANJAVUR,2006,Castor seed,Whole Year,2,404574,,,0.5
THANJAVUR,2006,Coconut,Whole Year,28414,404574,,,0.1451397198564088
THANJAVUR,2006,Cotton(lint),Whole Year,319,404574,,,3.6081504702194356
THANJAVUR,2006,Dry chillies,Whole Year,17,404574,,,0.7058823529411765
THANJAVUR,2006,Dry ginger,Whole Year,3,404574,,,18.666666666666668
THANJAVUR,2006,Groundnut,Whole Year,6236,404574,,,2.327132777421424
THANJAVUR,2006,Maize,Whole Year,762,404574,,,5.838582677165355
THANJAVUR,2006,Moong(Green Gram),Whole Year,5518,404574,,,0.33979702790866256
THANJAVUR,2006,Onion,Whole Year,3,404574,,,8.666666666666666
THANJAVUR,2006,Ragi,Whole Year,2,404574,,,3.0
THANJAVUR,2006,Sesamum,Whole Year,3856,404574,,,0.4836618257261411
THANJAVUR,2006,Sugarcane,Whole Year,18374,404574,,,105.3829868292152
THANJAVUR,2006,Sunflower,Whole Year,107,404574,,,1.8317757009345794
THANJAVUR,2006,Sweet potato,Whole Year,1,404574,,,17.0
THANJAVUR,2006,Tapioca,Whole Year,272,404574,,,40.36029411764706
THANJAVUR,2006,Turmeric,Whole Year,12,404574,,,5.75
THANJAVUR,2006,Urad,Whole Year,11409,404574,,,0.4794460513629591
THANJAVUR,2007,Rice,Kharif,150228,402550,,,3.1927669941688634
THANJAVUR,2007,Small millets,Kharif,3,402550,,,1.3333333333333333
THANJAVUR,2007,Arecanut,Whole Year,20,402550,,,1.75
THANJAVUR,2007,Arhar/Tur,Whole Year,37,402550,,,0.7027027027027027
THANJAVUR,2007,Bajra,Whole Year,2,402550,,,2.5
THANJAVUR,2007,Banana,Whole Year,4200,402550,,,39.21095238095238
THANJAVUR,2007,Black pepper,Whole Year,8,402550,,,0.25
THANJAVUR,2007,Cashewnut,Whole Year,2236,402550,,,0.567531305903399
THANJAVUR,2007,Castor seed,Whole Year,3,402550,,,0.3333333333333333
THANJAVUR,2007,Coconut,Whole Year,30305,402550,,,0.15416597921135125
THANJAVUR,2007,Cotton(lint),Whole Year,609,402550,,,2.7651888341543516
THANJAVUR,2007,Dry chillies,Whole Year,8,402550,,,0.5
THANJAVUR,2007,Dry ginger,Whole Year,3,402550,,,19.0
THANJAVUR,2007,Gram,Whole Year,9,402550,,,0.6666666666666666
THANJAVUR,2007,Groundnut,Whole Year,15950,402550,,,1.4141065830721002
THANJAVUR,2007,Maize,Whole Year,1226,402550,,,3.328711256117455
THANJAVUR,2007,Moong(Green Gram),Whole Year,13819,402550,,,0.06085823865692163
THANJAVUR,2007,Onion,Whole Year,16,402550,,,9.625
THANJAVUR,2007,Ragi,Whole Year,4,402550,,,2.5
THANJAVUR,2007,Sesamum,Whole Year,12895,402550,,,0.32911981388134937
THANJAVUR,2007,Small millets,Whole Year,3,402550,,,1.3333333333333333
THANJAVUR,2007,Sugarcane,Whole Year,15507,402550,,,108.03798284645644
THANJAVUR,2007,Sunflower,Whole Year,234,402550,,,1.5897435897435896
THANJAVUR,2007,Tapioca,Whole Year,225,402550,,,42.20444444444445
THANJAVUR,2007,Turmeric,Whole Year,7,402550,,,5.285714285714286
THANJAVUR,2007,Urad,Whole Year,26428,402550,,,0.11718631754200091
THANJAVUR,2008,Rice,Kharif,177094,440702,,,2.0167876946706267
THANJAVUR,2008,Small millets,Kharif,4,440702,,,0.25
THANJAVUR,2008,Arecanut,Whole Year,19,440702,,,0.9473684210526315
THANJAVUR,2008,Arhar/Tur,Whole Year,44,440702,,,0.6136363636363636
THANJAVUR,2008,Banana,Whole Year,4179,440702,,,43.988992581957405
THANJAVUR,2008,Black pepper,Whole Year,8,440702,,,0.25
THANJAVUR,2008,Cashewnut,Whole Year,1686,440702,,,0.39916963226571767
THANJAVUR,2008,Castor seed,Whole Year,3,440702,,,0.3333333333333333
THANJAVUR,2008,Coconut,Whole Year,30950,440702,,,170.8562197092084
THANJAVUR,2008,Cotton(lint),Whole Year,549,440702,,,2.012750455373406
THANJAVUR,2008,Dry chillies,Whole Year,20,440702,,,0.5
THANJAVUR,2008,Dry ginger,Whole Year,5,440702,,,20.0
THANJAVUR,2008,Gram,Whole Year,23,440702,,,0.21739130434782608
THANJAVUR,2008,Groundnut,Whole Year,9111,440702,,,2.220283174185051
THANJAVUR,2008,Jowar,Whole Year,83,440702,,,1.8072289156626506
THANJAVUR,2008,Maize,Whole Year,2409,440702,,,5.184308841843088
THANJAVUR,2008,Moong(Green Gram),Whole Year,5784,440702,,,0.2143845089903181
THANJAVUR,2008,Onion,Whole Year,4,440702,,,9.5
THANJAVUR,2008,Ragi,Whole Year,4,440702,,,2.0
THANJAVUR,2008,Sesamum,Whole Year,7547,440702,,,0.26275341195176893
THANJAVUR,2008,Small millets,Whole Year,1,440702,,,1.0
THANJAVUR,2008,Sugarcane,Whole Year,11296,440702,,,99.68997875354107
THANJAVUR,2008,Sunflower,Whole Year,63,440702,,,1.3333333333333333
THANJAVUR,2008,Sweet potato,Whole Year,1,440702,,,13.0
THANJAVUR,2008,Tapioca,Whole Year,315,440702,,,36.46984126984127
THANJAVUR,2008,Turmeric,Whole Year,5,440702,,,5.8
THANJAVUR,2008,Urad,Whole Year,15680,440702,,,0.7245535714285715
THANJAVUR,2009,Rice,Kharif,162938,410432,,,2.621500202531024
THANJAVUR,2009,Arecanut,Whole Year,9,410432,,,2.111111111111111
THANJAVUR,2009,Arhar/Tur,Whole Year,153,410432,,,0.7647058823529411
THANJAVUR,2009,Bajra,Whole Year,6,410432,,,2.3333333333333335
THANJAVUR,2009,Banana,Whole Year,3603,410432,,,36.7338329170136
THANJAVUR,2009,Black pepper,Whole Year,8,410432,,,0.25
THANJAVUR,2009,Cashewnut,Whole Year,1542,410432,,,0.40142671854734113
THANJAVUR,2009,Castor seed,Whole Year,1,410432,,,
THANJAVUR,2009,Coconut,Whole Year,32077,410432,,,15.434735168500795
THANJAVUR,2009,Cotton(lint),Whole Year,426,410432,,,2.8732394366197185
THANJAVUR,2009,Dry chillies,Whole Year,22,410432,,,0.5454545454545454
THANJAVUR,2009,Groundnut,Whole Year,8156,410432,,,3.6266552231486022
THANJAVUR,2009,Jowar,Whole Year,3,410432,,,1.6666666666666667
THANJAVUR,2009,Maize,Whole Year,1496,410432,,,5.754010695187166
THANJAVUR,2009,Moong(Green Gram),Whole Year,4680,410432,,,0.3252136752136752
THANJAVUR,2009,Onion,Whole Year,23,410432,,,9.73913043478261
THANJAVUR,2009,Ragi,Whole Year,3,410432,,,3.3333333333333335
THANJAVUR,2009,Sesamum,Whole Year,8046,410432,,,0.38279890628883917
THANJAVUR,2009,Sugarcane,Whole Year,8564,410432,,,106.86851938346567
THANJAVUR,2009,Sunflower,Whole Year,29,410432,,,1.3448275862068966
THANJAVUR,2009,Tapioca,Whole Year,266,410432,,,34.46992481203007
THANJAVUR,2009,Turmeric,Whole Year,3,410432,,,5.0
THANJAVUR,2009,Urad,Whole Year,17331,410432,,,0.558594426172754
THANJAVUR,2010,Arhar/Tur,Kharif,23,413134,,,0.6521739130434783
THANJAVUR,2010,Castor seed,Kharif,2,413134,,,0.5
THANJAVUR,2010,Cotton(lint),Kharif,518,413134,,,2.7162162162162162
THANJAVUR,2010,Groundnut,Kharif,7522,413134,,,3.7604360542408934
THANJAVUR,2010,Horse-gram,Kharif,13,413134,,,0.38461538461538464
THANJAVUR,2010,Maize,Kharif,1090,413134,,,5.725688073394496
THANJAVUR,2010,Moong(Green Gram),Kharif,5157,413134,,,0.25809579212720574
THANJAVUR,2010,Ragi,Kharif,4,413134,,,2.0
THANJAVUR,2010,Rice,Kharif,166209,413134,,,2.86863527245817
THANJAVUR,2010,Sunflower,Kharif,9,413134,,,1.2222222222222223
THANJAVUR,2010,Urad,Kharif,28843,413134,,,0.42232084041188506
THANJAVUR,2010,Gram,Rabi,6,413134,,,0.3333333333333333
THANJAVUR,2010,Sugarcane,Whole Year,8817,413134,,,134.38902120902802
THANJAVUR,2011,Bajra,Kharif,2,476370,,,2.0
THANJAVUR,2011,Groundnut,Kharif,2148,476370,,,3.670391061452514
THANJAVUR,2011,Jowar,Kharif,6,476370,,,1.1666666666666667
THANJAVUR,2011,Maize,Kharif,886,476370,,,5.681715575620768
THANJAVUR,2011,Ragi,Kharif,1,476370,,,3.0
THANJAVUR,2011,Rice,Kharif,180859,476370,,,3.9952449145466913
THANJAVUR,2011,Cotton(lint),Rabi,969,476370,,,3.0392156862745097
THANJAVUR,2011,Groundnut,Rabi,6114,476370,,,2.9708864900228984
THANJAVUR,2011,Maize,Rabi,405,476370,,,6.649382716049383
THANJAVUR,2011,Arecanut,Whole Year,24,476370,,,0.8333333333333334
THANJAVUR,2011,Arhar/Tur,Whole Year,30,476370,,,0.8666666666666667
THANJAVUR,2011,Banana,Whole Year,3212,476370,,,37.75747198007472
THANJAVUR,2011,Black pepper,Whole Year,11,476370,,,0.18181818181818182
THANJAVUR,2011,Cashewnut,Whole Year,1864,476370,,,0.2628755364806867
THANJAVUR,2011,Castor seed,Whole Year,3,476370,,,0.3333333333333333
THANJAVUR,2011,Coconut,Whole Year,33742,476370,,,24414.676071365066
THANJAVUR,2011,Dry chillies,Whole Year,212,476370,,,0.4386792452830189
THANJAVUR,2011,Dry ginger,Whole Year,6,476370,,,11.0
THANJAVUR,2011,Moong(Green Gram),Whole Year,5775,476370,,,0.30147186147186145
THANJAVUR,2011,Onion,Whole Year,60,476370,,,10.683333333333334
THANJAVUR,2011,Small millets,Whole Year,1,476370,,,2.0
THANJAVUR,2011,Sugarcane,Whole Year,10665,476370,,,111.3469292076887
THANJAVUR,2011,Sunflower,Whole Year,13,476370,,,1.8461538461538463
THANJAVUR,2011,Sweet potato,Whole Year,1,476370,,,20.0
THANJAVUR,2011,Tapioca,Whole Year,174,476370,,,37.660919540229884
THANJAVUR,2011,Turmeric,Whole Year,35,476370,,,5.485714285714286
THANJAVUR,2011,Urad,Whole Year,26846,476370,,,0.7816434478134545
THANJAVUR,2012,Arhar/Tur,Kharif,14,405828,,,0.7857142857142857
THANJAVUR,2012,Castor seed,Kharif,5,405828,,,
THANJAVUR,2012,Cotton(lint),Kharif,1015,405828,,,3.226600985221675
THANJAVUR,2012,Groundnut,Kharif,6984,405828,,,3.1030927835051547
THANJAVUR,2012,Maize,Kharif,959,405828,,,3.3879040667361835
THANJAVUR,2012,Moong(Green Gram),Kharif,889,405828,,,0.4296962879640045
THANJAVUR,2012,Ragi,Kharif,17,405828,,,2.0588235294117645
THANJAVUR,2012,Rice,Kharif,146959,405828,,,2.933614137276383
THANJAVUR,2012,Sunflower,Kharif,29,405828,,,1.0689655172413792
THANJAVUR,2012,Urad,Kharif,16253,405828,,,0.5499907709345967
THANJAVUR,2012,Sugarcane,Whole Year,11671,405828,,,110.42678433724616
THANJAVUR,2013,Bajra,Kharif,9,435338,,,2.3333333333333335
THANJAVUR,2013,Groundnut,Kharif,1112,435338,,,3.427158273381295
THANJAVUR,2013,Maize,Kharif,650,435338,,,6.536923076923077
THANJAVUR,2013,Onion,Kharif,23,435338,,,11.608695652173912
THANJAVUR,2013,Ragi,Kharif,8,435338,,,2.75
THANJAVUR,2013,Rice,Kharif,167289,435338,,,4.970338755088499
THANJAVUR,2013,Sunflower,Kharif,24,435338,,,1.7916666666666667
THANJAVUR,2013,Urad,Kharif,2106,435338,,,1.1049382716049383
THANJAVUR,2013,Bajra,Rabi,1,435338,,,2.0
THANJAVUR,2013,Cotton(lint),Rabi,1788,435338,,,3.306487695749441
THANJAVUR,2013,Groundnut,Rabi,3927,435338,,,3.79449961802903
THANJAVUR,2013,Maize,Rabi,825,435338,,,5.002424242424242
THANJAVUR,2013,Moong(Green Gram),Rabi,6699,435338,,,0.7628004179728317
THANJAVUR,2013,Onion,Rabi,7,435338,,,8.428571428571429
THANJAVUR,2013,Sunflower,Rabi,7,435338,,,1.0
THANJAVUR,2013,Urad,Rabi,21366,435338,,,0.8697463259384068
THANJAVUR,2013,Arecanut,Whole Year,40,435338,,,0.45
THANJAVUR,2013,Arhar/Tur,Whole Year,20,435338,,,0.95
THANJAVUR,2013,Banana,Whole Year,3176,435338,,,50.9014483627204
THANJAVUR,2013,Black pepper,Whole Year,8,435338,,,0.125
THANJAVUR,2013,Cashewnut,Whole Year,1819,435338,,,0.2319956019791094
THANJAVUR,2013,Coconut,Whole Year,35237,435338,,,15770.35502454806
THANJAVUR,2013,Coriander,Whole Year,1,435338,,,
THANJAVUR,2013,Dry chillies,Whole Year,79,435338,,,0.27848101265822783
THANJAVUR,2013,Dry ginger,Whole Year,2,435338,,,7.0
THANJAVUR,2013,Sugarcane,Whole Year,8580,435338,,,117.9979020979021
THANJAVUR,2013,Tapioca,Whole Year,124,435338,,,29.919354838709676
THANJAVUR,2013,Turmeric,Whole Year,13,435338,,,3.6923076923076925
THE NILGIRIS,1997,Banana,Kharif,106,23306,,,30.830188679245282
THE NILGIRIS,1997,Banana,Whole Year,220,23306,,,48.22727272727273
THE NILGIRIS,1997,Black pepper,Whole Year,2033,23306,,,0.19183472700442694
THE NILGIRIS,1997,Cardamom,Whole Year,1245,23306,,,0.08835341365461848
THE NILGIRIS,1997,Dry chillies,Whole Year,21,23306,,,0.47619047619047616
THE NILGIRIS,1997,Dry ginger,Whole Year,522,23306,,,31.685823754789272
THE NILGIRIS,1997,Garlic,Whole Year,122,23306,,,5.491803278688525
THE NILGIRIS,1997,Potato,Whole Year,3357,23306,,,16.50580875781948
THE NILGIRIS,1997,Pulses total,Whole Year,210,23306,,,0.23809523809523808
THE NILGIRIS,1997,Ragi,Whole Year,22,23306,,,1.8181818181818181
THE NILGIRIS,1997,Rice,Whole Year,1716,23306,,,3.484848484848485
THE NILGIRIS,1997,Sugarcane,Whole Year,22,23306,,,1090.909090909091
THE NILGIRIS,1997,Sweet potato,Whole Year,5,23306,,,14.0
THE NILGIRIS,1997,Tapioca,Whole Year,89,23306,,,37.52808988764045
THE NILGIRIS,1997,Total foodgrain,Whole Year,1956,23306,,,3.0828220858895707
THE NILGIRIS,1997,Turmeric,Whole Year,7,23306,,,5.714285714285714
THE NILGIRIS,1998,Bajra,Kharif,2,384,,,1.5
THE NILGIRIS,1998,Dry ginger,Kharif,555,384,,,31.677477477477478
THE NILGIRIS,1998,Jowar,Kharif,3,384,,,0.6666666666666666
THE NILGIRIS,1998,Ragi,Kharif,20,384,,,1.65
THE NILGIRIS,1998,Rice,Kharif,2611,384,,,3.520490233626963
THE NILGIRIS,1998,Small millets,Kharif,600,384,,,0.5
THE NILGIRIS,1998,Total foodgrain,Kharif,2696,384,,,0.3434718100890208
THE NILGIRIS,1998,Wheat,Rabi,430,384,,,0.046511627906976744
THE NILGIRIS,1998,Banana,Whole Year,217,384,,,48.866359447004605
THE NILGIRIS,1998,Black pepper,Whole Year,2100,384,,,0.1919047619047619
THE NILGIRIS,1998,Cardamom,Whole Year,1200,384,,,0.09166666666666666
THE NILGIRIS,1998,Dry chillies,Whole Year,9,384,,,0.6666666666666666
THE NILGIRIS,1998,Garlic,Whole Year,570,384,,,5.491228070175438
THE NILGIRIS,1998,Potato,Whole Year,1756,384,,,16.506833712984054
THE NILGIRIS,1998,Sugarcane,Whole Year,104,384,,,122.6923076923077
THE NILGIRIS,1998,Sweet potato,Whole Year,17,384,,,17.529411764705884
THE NILGIRIS,1998,Tapioca,Whole Year,61,384,,,37.131147540983605
THE NILGIRIS,1998,Turmeric,Whole Year,28,384,,,6.071428571428571
THE NILGIRIS,1999,Bajra,Kharif,4,430,,,1.5
THE NILGIRIS,1999,Cotton(lint),Kharif,42,430,,,0.9761904761904762
THE NILGIRIS,1999,Dry ginger,Kharif,422,430,,,26.53554502369668
THE NILGIRIS,1999,Groundnut,Kharif,6,430,,,0.5
THE NILGIRIS,1999,Korra,Kharif,37,430,,,0.6216216216216216
THE NILGIRIS,1999,Rice,Kharif,1830,430,,,3.4612021857923496
THE NILGIRIS,1999,Sunflower,Kharif,16,430,,,1.0
THE NILGIRIS,1999,Banana,Whole Year,106,430,,,30.830188679245282
THE NILGIRIS,1999,Black pepper,Whole Year,185,430,,,0.1945945945945946
THE NILGIRIS,1999,Cardamom,Whole Year,77,430,,,0.09090909090909091
THE NILGIRIS,1999,Cashewnut,Whole Year,48,430,,,0.2916666666666667
THE NILGIRIS,1999,Coriander,Whole Year,28,430,,,0.25
THE NILGIRIS,1999,Dry chillies,Whole Year,53,430,,,0.5660377358490566
THE NILGIRIS,1999,Garlic,Whole Year,226,430,,,5.491150442477876
THE NILGIRIS,1999,Guar seed,Whole Year,240,430,,,10.420833333333333
THE NILGIRIS,1999,Potato,Whole Year,2415,430,,,19.763561076604557
THE NILGIRIS,1999,Sugarcane,Whole Year,240,430,,,107.17916666666666
THE NILGIRIS,1999,Sweet potato,Whole Year,14,430,,,12.142857142857142
THE NILGIRIS,1999,Tapioca,Whole Year,2482,430,,,35.48549556809025
THE NILGIRIS,1999,Turmeric,Whole Year,25,430,,,5.64
THE NILGIRIS,2000,Bajra,Kharif,4,482,,,0.5
THE NILGIRIS,2000,Cotton(lint),Kharif,5,482,,,1.0
THE NILGIRIS,2000,Dry ginger,Kharif,26,482,,,26.46153846153846
THE NILGIRIS,2000,Groundnut,Kharif,26,482,,,1.3076923076923077
THE NILGIRIS,2000,Maize,Kharif,13,482,,,1.6153846153846154
THE NILGIRIS,2000,Other Cereals & Millets,Kharif,57,482,,,0.7192982456140351
THE NILGIRIS,2000,Ragi,Kharif,59,482,,,1.152542372881356
THE NILGIRIS,2000,Rice,Kharif,2100,482,,,2.643809523809524
THE NILGIRIS,2000,Sesamum,Kharif,11,482,,,0.18181818181818182
THE NILGIRIS,2000,Sunflower,Kharif,11,482,,,1.0
THE NILGIRIS,2000,Wheat,Rabi,91,482,,,0.4835164835164835
THE NILGIRIS,2000,Banana,Whole Year,147,482,,,30.829931972789115
THE NILGIRIS,2000,Black pepper,Whole Year,637,482,,,0.19309262166405022
THE NILGIRIS,2000,Cardamom,Whole Year,65,482,,,0.09230769230769231
THE NILGIRIS,2000,Cashewnut,Whole Year,4,482,,,
THE NILGIRIS,2000,Dry chillies,Whole Year,13,482,,,0.6153846153846154
THE NILGIRIS,2000,Garlic,Whole Year,175,482,,,5.491428571428571
THE NILGIRIS,2000,Potato,Whole Year,1293,482,,,20.495746326372778
THE NILGIRIS,2000,Sugarcane,Whole Year,14,482,,,107.14285714285714
THE NILGIRIS,2000,Sweet potato,Whole Year,2,482,,,12.0
THE NILGIRIS,2000,Tapioca,Whole Year,91,482,,,35.48351648351648
THE NILGIRIS,2000,Tobacco,Whole Year,76,482,,,1.5526315789473684
THE NILGIRIS,2000,Turmeric,Whole Year,31,482,,,5.451612903225806
THE NILGIRIS,2001,Groundnut,Kharif,8,1210,,,1.25
THE NILGIRIS,2001,Jowar,Kharif,1,1210,,,1.0
THE NILGIRIS,2001,Ragi,Kharif,39,1210,,,1.5384615384615385
THE NILGIRIS,2001,Rice,Kharif,2154,1210,,,3.9182915506035285
THE NILGIRIS,2001,Sugarcane,Whole Year,7,1210,,,100.0
THE NILGIRIS,2002,Groundnut,Kharif,9,256,,,2.2222222222222223
THE NILGIRIS,2002,Korra,Kharif,17,256,,,0.9411764705882353
THE NILGIRIS,2002,Ragi,Kharif,31,256,,,1.1290322580645162
THE NILGIRIS,2002,Rice,Kharif,1848,256,,,3.3706709956709955
THE NILGIRIS,2002,Samai,Kharif,18,256,,,0.7222222222222222
THE NILGIRIS,2002,Sesamum,Kharif,2,256,,,0.5
THE NILGIRIS,2002,Apple,Whole Year,1,256,,,0.0
THE NILGIRIS,2002,Arecanut,Whole Year,174,256,,,
THE NILGIRIS,2002,Banana,Whole Year,519,256,,,14.348747591522159
THE NILGIRIS,2002,Beans & Mutter(Vegetable),Whole Year,498,256,,,0.0
THE NILGIRIS,2002,Beet Root,Whole Year,185,256,,,0.0
THE NILGIRIS,2002,Bitter Gourd,Whole Year,36,256,,,0.0
THE NILGIRIS,2002,Brinjal,Whole Year,1,256,,,8.0
THE NILGIRIS,2002,Cabbage,Whole Year,905,256,,,66.1646408839779
THE NILGIRIS,2002,Carrot,Whole Year,1541,256,,,0.0
THE NILGIRIS,2002,Cauliflower,Whole Year,12,256,,,0.0
THE NILGIRIS,2002,Citrus Fruit,Whole Year,8,256,,,1.125
THE NILGIRIS,2002,Cucumber,Whole Year,3,256,,,0.0
THE NILGIRIS,2002,Dry chillies,Whole Year,75,256,,,0.5866666666666667
THE NILGIRIS,2002,Dry ginger,Whole Year,372,256,,,16.021505376344088
THE NILGIRIS,2002,Garlic,Whole Year,81,256,,,5.530864197530864
THE NILGIRIS,2002,Jack Fruit,Whole Year,80,256,,,11.325
THE NILGIRIS,2002,Lab-Lab,Whole Year,1,256,,,0.0
THE NILGIRIS,2002,Mango,Whole Year,28,256,,,6.035714285714286
THE NILGIRIS,2002,Orange,Whole Year,75,256,,,1.5466666666666666
THE NILGIRIS,2002,Other Fresh Fruits,Whole Year,4,256,,,0.0
THE NILGIRIS,2002,Other Vegetables,Whole Year,104,256,,,0.0
THE NILGIRIS,2002,Papaya,Whole Year,1,256,,,0.0
THE NILGIRIS,2002,Peach,Whole Year,2,256,,,0.0
THE NILGIRIS,2002,Pear,Whole Year,20,256,,,0.0
THE NILGIRIS,2002,Pineapple,Whole Year,2,256,,,31.0
THE NILGIRIS,2002,Plums,Whole Year,4,256,,,0.0
THE NILGIRIS,2002,Pome Fruit,Whole Year,31,256,,,5.225806451612903
THE NILGIRIS,2002,Potato,Whole Year,1457,256,,,19.440631434454357
THE NILGIRIS,2002,Pump Kin,Whole Year,4,256,,,0.0
THE NILGIRIS,2002,Redish,Whole Year,116,256,,,0.0
THE NILGIRIS,2002,Snak Guard,Whole Year,4,256,,,0.0
THE NILGIRIS,2002,Sugarcane,Whole Year,14,256,,,92.14285714285714
THE NILGIRIS,2002,Sweet potato,Whole Year,3,256,,,13.666666666666666
THE NILGIRIS,2002,Tapioca,Whole Year,102,256,,,31.58823529411765
THE NILGIRIS,2002,Tomato,Whole Year,5,256,,,12.4
THE NILGIRIS,2002,Turmeric,Whole Year,7,256,,,3.7142857142857144
THE NILGIRIS,2002,Turnip,Whole Year,61,256,,,0.0
THE NILGIRIS,2002,Yam,Whole Year,20,256,,,0.0
THE NILGIRIS,2003,Bajra,Kharif,2,200,,,1.0
THE NILGIRIS,2003,Dry ginger,Kharif,364,200,,,14.175824175824175
THE NILGIRIS,2003,Groundnut,Kharif,3,200,,,1.3333333333333333
THE NILGIRIS,2003,Jowar,Kharif,1,200,,,1.0
THE NILGIRIS,2003,Korra,Kharif,6,200,,,1.0
THE NILGIRIS,2003,Other Kharif pulses,Kharif,1,200,,,1.0
THE NILGIRIS,2003,Ragi,Kharif,1,200,,,1.0
THE NILGIRIS,2003,Rice,Kharif,1635,200,,,3.31131498470948
THE NILGIRIS,2003,Sesamum,Kharif,7,200,,,0.2857142857142857
THE NILGIRIS,2003,Small millets,Kharif,12,200,,,21.666666666666668
THE NILGIRIS,2003,Apple,Whole Year,1,200,,,0.0
THE NILGIRIS,2003,Arecanut,Whole Year,198,200,,,
THE NILGIRIS,2003,Banana,Whole Year,314,200,,,35.37579617834395
